Ciudades;Distance
Avila2Segovia2;63962
Avila2Sevilla1;498935
Avila2Sevilla2;495970
Avila2Soria1;255021
Avila2Soria2;254808
Avila2Tarragona1;655674
Avila2Tarragona2;654417
Avila2Teruel1;412522
Avila2Teruel2;412522
Avila2Toledo1;134869
Avila2Toledo2;133331
Avila2Valencia1;465155
Avila2Valencia2;465222
Avila2Valladolid1;117325
Avila2Valladolid2;117130
Avila2Vitoria1;370593
Avila2Vitoria2;374160
Avila2Zamora1;179033
Avila2Zamora2;177977
Avila2Zaragoza1;421200
Badajoz1A Coru̱a1;649263
Badajoz1A Coru̱a2;649925
Badajoz1Albacete1;527947
Badajoz1Albacete2;527790
Badajoz1Alicante1;691108
Badajoz1Alicante2;691108
Badajoz1Almeria1;637926
Badajoz1Almeria2;637926
Badajoz1Avila1;328990
Badajoz1Avila2;328492
Badajoz1Badajoz1;0
Badajoz1Badajoz2;3778
Badajoz1Barcelona1;1018747
Badajoz1Barcelona2;1028666
Badajoz1Bilbao1;691782
Badajoz1Bilbao2;694055
Badajoz1Burgos1;550631
Badajoz1Burgos2;537178
Badajoz1Caceres1;90735
Badajoz1Caceres2;90386
Badajoz1Cadiz1;344366
Badajoz1Cadiz2;344312
Badajoz1Castellon1;726266
Badajoz1Castellon2;726127
Badajoz1Ciudad Real1;310196
Badajoz1Ciudad Real2;308000
Badajoz1Cordoba1;264837
Badajoz1Cordoba2;264556
Badajoz1Cuenca1;547597
Badajoz1Cuenca2;547601
Badajoz1Girona1;1103300
Badajoz1Girona2;1105345
Badajoz1Granada1;479338
Badajoz1Granada2;479756
Badajoz1Guadalajara1;462286
Badajoz1Guadalajara2;461975
Badajoz1Huelva1;313279
Badajoz1Huelva2;311645
Badajoz1Huesca1;786580
Badajoz1Huesca2;786461
Badajoz1Jaen1;365356
Badajoz1Jaen2;365698
Badajoz1Leon1;498275
Badajoz1Leon2;497888
Badajoz1Lerida1;866355
Badajoz1Lerida2;864786
Badajoz1Logrono1;667441
Badajoz1Logrono2;666712
Badajoz1Lugo1;661958
Badajoz1Lugo2;660663
Badajoz1Madrid1;406865
Badajoz1Madrid2;408406
Badajoz1Malaga1;445397
Badajoz1Malaga2;444822
Badajoz1Murcia1;670052
Badajoz1Murcia2;670052
Badajoz1Ourense1;565115
Badajoz1Ourense2;565494
Badajoz1Oviedo1;611899
Badajoz1Oviedo2;609167
Badajoz1Palencia1;464089
Badajoz1Palencia2;466138
Badajoz1Pamplona1;742451
Badajoz1Pamplona2;744030
Badajoz1Pontevedra1;519244
Badajoz1Pontevedra2;518856
Badajoz1Salamanca1;293203
Badajoz1Salamanca2;292862
Badajoz1San Sebastian1;747622
Badajoz1San Sebastian2;747622
Badajoz1Santander1;659194
Badajoz1Santander2;658892
Badajoz1Segovia1;389228
Badajoz1Segovia2;389942
Badajoz1Sevilla1;227988
Badajoz1Sevilla2;225023
Badajoz1Soria1;630107
Badajoz1Soria2;632375
Badajoz1Tarragona1;950417
Badajoz1Tarragona2;949160
Badajoz1Teruel1;707265
Badajoz1Teruel2;707265
Badajoz1Toledo1;370019
Badajoz1Toledo2;368481
Badajoz1Valencia1;660870
Badajoz1Valencia2;660937
Badajoz1Valladolid1;415126
Badajoz1Valladolid2;413259
Badajoz1Vitoria1;647457
Badajoz1Vitoria2;651024
Badajoz1Zamora1;360287
Badajoz1Zamora2;359231
Badajoz1Zaragoza1;715942
Badajoz2A Coru̱a1;652526
Badajoz2A Coru̱a2;653187
Badajoz2Albacete1;522818
Badajoz2Albacete2;522661
Badajoz2Alicante1;685979
Badajoz2Alicante2;685979
Badajoz2Almeria1;620010
Badajoz2Almeria2;620010
Badajoz2Avila1;329837
Badajoz2Avila2;329339
Badajoz2Badajoz1;3628
Badajoz2Badajoz2;0
Badajoz2Barcelona1;1013618
Badajoz2Barcelona2;1023536
Badajoz2Bilbao1;692629
Badajoz2Bilbao2;694902
Badajoz2Burgos1;551478
Badajoz2Burgos2;538025
Badajoz2Caceres1;91582
Badajoz2Caceres2;91233
Badajoz2Cadiz1;326449
Badajoz2Cadiz2;326396
Badajoz2Castellon1;721137
Badajoz2Castellon2;720998
Badajoz2Ciudad Real1;305066
Badajoz2Ciudad Real2;302870
Badajoz2Cordoba1;262674
Badajoz2Cordoba2;262393
Badajoz2Cuenca1;542468
Badajoz2Cuenca2;542471
Badajoz2Girona1;1098171
Badajoz2Girona2;1100216
Badajoz2Granada1;461422
Badajoz2Granada2;461840
Badajoz2Guadalajara1;457157
Badajoz2Guadalajara2;456845
Badajoz2Huelva1;295362
Badajoz2Huelva2;293729
Badajoz2Huesca1;781451
Badajoz2Huesca2;781331
Badajoz2Jaen1;363193
Badajoz2Jaen2;363535
Badajoz2Leon1;499122
Badajoz2Leon2;498735
Badajoz2Lerida1;861226
Badajoz2Lerida2;859657
Badajoz2Logrono1;668288
Badajoz2Logrono2;667559
Badajoz2Lugo1;662806
Badajoz2Lugo2;661510
Badajoz2Madrid1;401736
Badajoz2Madrid2;403277
Badajoz2Malaga1;427480
Badajoz2Malaga2;426905
Badajoz2Murcia1;664923
Badajoz2Murcia2;664923
Badajoz2Ourense1;568378
Badajoz2Ourense2;568756
Badajoz2Oviedo1;612746
Badajoz2Oviedo2;610014
Badajoz2Palencia1;464936
Badajoz2Palencia2;466985
Badajoz2Pamplona1;743298
Badajoz2Pamplona2;744877
Badajoz2Pontevedra1;522506
Badajoz2Pontevedra2;522119
Badajoz2Salamanca1;294051
Badajoz2Salamanca2;293709
Badajoz2San Sebastian1;748469
Badajoz2San Sebastian2;748469
Badajoz2Santander1;660041
Badajoz2Santander2;659739
Badajoz2Segovia1;390075
Badajoz2Segovia2;390789
Badajoz2Sevilla1;210072
Badajoz2Sevilla2;207107
Badajoz2Soria1;624978
Badajoz2Soria2;627246
Badajoz2Tarragona1;945288
Badajoz2Tarragona2;944031
Badajoz2Teruel1;702135
Badajoz2Teruel2;702135
Badajoz2Toledo1;364890
Badajoz2Toledo2;363351
Badajoz2Valencia1;655741
Badajoz2Valencia2;655808
Badajoz2Valladolid1;415973
Badajoz2Valladolid2;414106
Badajoz2Vitoria1;648304
Badajoz2Vitoria2;651872
Badajoz2Zamora1;361134
Badajoz2Zamora2;360078
Badajoz2Zaragoza1;710813
Barcelona1A Coru̱a1;1078822
Barcelona1A Coru̱a2;1079484
Barcelona1Albacete1;541888
Barcelona1Albacete2;541731
Barcelona1Alicante1;525072
Barcelona1Alicante2;525072
Barcelona1Almeria1;792233
Barcelona1Almeria2;792233
Barcelona1Avila1;725277
Barcelona1Avila2;724779
Barcelona1Badajoz1;1020312
Barcelona1Badajoz2;1015487
Barcelona1Barcelona1;0
Barcelona1Barcelona2;5173
Barcelona1Bilbao1;603175
Barcelona1Bilbao2;605448
Barcelona1Burgos1;594015
Barcelona1Burgos2;600060
Barcelona1Caceres1;915081
Barcelona1Caceres2;915977
Barcelona1Cadiz1;1110720
Barcelona1Cadiz2;1110667
Barcelona1Castellon1;276267
Barcelona1Castellon2;276128
Barcelona1Ciudad Real1;689003
Barcelona1Ciudad Real2;689180
Barcelona1Cordoba1;859177
Barcelona1Cordoba2;858897
Barcelona1Cuenca1;537015
Barcelona1Cuenca2;536777
Barcelona1Girona1;104145
Barcelona1Girona2;106190
Barcelona1Granada1;851809
Barcelona1Granada2;852207
Barcelona1Guadalajara1;558733
Barcelona1Guadalajara2;558396
Barcelona1Huelva1;1090739
Barcelona1Huelva2;1089105
Barcelona1Huesca1;268314
Barcelona1Huesca2;268375
Barcelona1Jaen1;796497
Barcelona1Jaen2;798731
Barcelona1Leon1;773703
Barcelona1Leon2;773316
Barcelona1Lerida1;155166
Barcelona1Lerida2;155727
Barcelona1Logrono1;470374
Barcelona1Logrono2;471817
Barcelona1Lugo1;989110
Barcelona1Lugo2;987814
Barcelona1Madrid1;616957
Barcelona1Madrid2;615214
Barcelona1Malaga1;981843
Barcelona1Malaga2;981268
Barcelona1Murcia1;583313
Barcelona1Murcia2;583313
Barcelona1Ourense1;1051799
Barcelona1Ourense2;1052178
Barcelona1Oviedo1;883691
Barcelona1Oviedo2;883637
Barcelona1Palencia1;685092
Barcelona1Palencia2;685536
Barcelona1Pamplona1;482066
Barcelona1Pamplona2;478560
Barcelona1Pontevedra1;1162485
Barcelona1Pontevedra2;1162097
Barcelona1Salamanca1;835868
Barcelona1Salamanca2;831268
Barcelona1San Sebastian1;565154
Barcelona1San Sebastian2;565154
Barcelona1Santander1;701835
Barcelona1Santander2;701533
Barcelona1Segovia1;706931
Barcelona1Segovia2;708265
Barcelona1Sevilla1;991480
Barcelona1Sevilla2;995226
Barcelona1Soria1;461723
Barcelona1Soria2;459986
Barcelona1Tarragona1;98388
Barcelona1Tarragona2;96695
Barcelona1Teruel1;421044
Barcelona1Teruel2;421044
Barcelona1Toledo1;687828
Barcelona1Toledo2;684822
Barcelona1Valencia1;349478
Barcelona1Valencia2;352138
Barcelona1Valladolid1;722306
Barcelona1Valladolid2;721826
Barcelona1Vitoria1;561542
Barcelona1Vitoria2;565109
Barcelona1Zamora1;818763
Barcelona1Zamora2;817172
Barcelona1Zaragoza1;309509
Barcelona2A Coru̱a1;1086817
Barcelona2A Coru̱a2;1087478
Barcelona2Albacete1;547056
Barcelona2Albacete2;546899
Barcelona2Alicante1;530240
Barcelona2Alicante2;530240
Barcelona2Almeria1;797400
Barcelona2Almeria2;797400
Barcelona2Avila1;733271
Barcelona2Avila2;732774
Barcelona2Badajoz1;1028307
Barcelona2Badajoz2;1023482
Barcelona2Barcelona1;4949
Barcelona2Barcelona2;0
Barcelona2Bilbao1;611169
Barcelona2Bilbao2;613442
Barcelona2Burgos1;602009
Barcelona2Burgos2;608054
Barcelona2Caceres1;923075
Barcelona2Caceres2;923971
Barcelona2Cadiz1;1115888
Barcelona2Cadiz2;1115834
Barcelona2Castellon1;281435
Barcelona2Castellon2;281296
Barcelona2Ciudad Real1;694171
Barcelona2Ciudad Real2;694348
Barcelona2Cordoba1;864345
Barcelona2Cordoba2;864064
Barcelona2Cuenca1;542182
Barcelona2Cuenca2;541945
Barcelona2Girona1;100450
Barcelona2Girona2;102495
Barcelona2Granada1;856976
Barcelona2Granada2;857375
Barcelona2Guadalajara1;566727
Barcelona2Guadalajara2;566391
Barcelona2Huelva1;1095906
Barcelona2Huelva2;1094273
Barcelona2Huesca1;273414
Barcelona2Huesca2;273475
Barcelona2Jaen1;801664
Barcelona2Jaen2;803898
Barcelona2Leon1;781697
Barcelona2Leon2;781310
Barcelona2Lerida1;160266
Barcelona2Lerida2;160827
Barcelona2Logrono1;478368
Barcelona2Logrono2;479811
Barcelona2Lugo1;997104
Barcelona2Lugo2;995809
Barcelona2Madrid1;624951
Barcelona2Madrid2;623208
Barcelona2Malaga1;987011
Barcelona2Malaga2;986435
Barcelona2Murcia1;588480
Barcelona2Murcia2;588480
Barcelona2Ourense1;1059794
Barcelona2Ourense2;1060173
Barcelona2Oviedo1;891685
Barcelona2Oviedo2;891632
Barcelona2Palencia1;693087
Barcelona2Palencia2;693530
Barcelona2Pamplona1;490060
Barcelona2Pamplona2;486555
Barcelona2Pontevedra1;1170479
Barcelona2Pontevedra2;1170092
Barcelona2Salamanca1;843863
Barcelona2Salamanca2;839263
Barcelona2San Sebastian1;573149
Barcelona2San Sebastian2;573149
Barcelona2Santander1;709829
Barcelona2Santander2;709527
Barcelona2Segovia1;714926
Barcelona2Segovia2;716259
Barcelona2Sevilla1;996647
Barcelona2Sevilla2;1000393
Barcelona2Soria1;469717
Barcelona2Soria2;467981
Barcelona2Tarragona1;103556
Barcelona2Tarragona2;101862
Barcelona2Teruel1;426212
Barcelona2Teruel2;426212
Barcelona2Toledo1;695822
Barcelona2Toledo2;692816
Barcelona2Valencia1;354646
Barcelona2Valencia2;357305
Barcelona2Valladolid1;730301
Barcelona2Valladolid2;729821
Barcelona2Vitoria1;569536
Barcelona2Vitoria2;573104
Barcelona2Zamora1;826757
Barcelona2Zamora2;825166
Barcelona2Zaragoza1;317504
Bilbao1A Coru̱a1;544178
Bilbao1A Coru̱a2;544839
Bilbao1Albacete1;641901
Bilbao1Albacete2;641744
Bilbao1Alicante1;790065
Bilbao1Alicante2;790065
Bilbao1Almeria1;936446
Bilbao1Almeria2;936446
Bilbao1Avila1;416386
Bilbao1Avila2;415889
Bilbao1Badajoz1;696318
Bilbao1Badajoz2;731091
Bilbao1Barcelona1;603767
Bilbao1Barcelona2;613686
Bilbao1Bilbao1;0
Bilbao1Bilbao2;3181
Bilbao1Burgos1;153408
Bilbao1Burgos2;159453
Bilbao1Caceres1;607664
Bilbao1Caceres2;608560
Bilbao1Cadiz1;979611
Bilbao1Cadiz2;979558
Bilbao1Castellon1;620827
Bilbao1Castellon2;620688
Bilbao1Ciudad Real1;596345
Bilbao1Ciudad Real2;596522
Bilbao1Cordoba1;787372
Bilbao1Cordoba2;787091
Bilbao1Cuenca1;553393
Bilbao1Cuenca2;553396
Bilbao1Girona1;688320
Bilbao1Girona2;690365
Bilbao1Granada1;809579
Bilbao1Granada2;806680
Bilbao1Guadalajara1;419329
Bilbao1Guadalajara2;419267
Bilbao1Huelva1;948524
Bilbao1Huelva2;946890
Bilbao1Huesca1;371600
Bilbao1Huesca2;371481
Bilbao1Jaen1;724692
Bilbao1Jaen2;726926
Bilbao1Leon1;333096
Bilbao1Leon2;332709
Bilbao1Lerida1;451375
Bilbao1Lerida2;449806
Bilbao1Logrono1;137717
Bilbao1Logrono2;136989
Bilbao1Lugo1;505630
Bilbao1Lugo2;509839
Bilbao1Madrid1;398723
Bilbao1Madrid2;396981
Bilbao1Malaga1;929614
Bilbao1Malaga2;929039
Bilbao1Murcia1;784006
Bilbao1Murcia2;784006
Bilbao1Ourense1;611193
Bilbao1Ourense2;611571
Bilbao1Oviedo1;285658
Bilbao1Oviedo2;285605
Bilbao1Palencia1;244486
Bilbao1Palencia2;244929
Bilbao1Pamplona1;154989
Bilbao1Pamplona2;156568
Bilbao1Pontevedra1;647694
Bilbao1Pontevedra2;647307
Bilbao1Salamanca1;395261
Bilbao1Salamanca2;397945
Bilbao1San Sebastian1;98934
Bilbao1San Sebastian2;98934
Bilbao1Santander1;103802
Bilbao1Santander2;103500
Bilbao1Segovia1;357085
Bilbao1Segovia2;358419
Bilbao1Sevilla1;863234
Bilbao1Sevilla2;860268
Bilbao1Soria1;232543
Bilbao1Soria2;230806
Bilbao1Tarragona1;535437
Bilbao1Tarragona2;534180
Bilbao1Teruel1;474376
Bilbao1Teruel2;474376
Bilbao1Toledo1;472262
Bilbao1Toledo2;469256
Bilbao1Valencia1;613894
Bilbao1Valencia2;617131
Bilbao1Valladolid1;281700
Bilbao1Valladolid2;281219
Bilbao1Vitoria1;66024
Bilbao1Vitoria2;63208
Bilbao1Zamora1;378156
Bilbao1Zamora2;376565
Bilbao1Zaragoza1;301380
Bilbao2A Coru̱a1;538976
Bilbao2A Coru̱a2;539637
Bilbao2Albacete1;643254
Bilbao2Albacete2;643097
Bilbao2Alicante1;791418
Bilbao2Alicante2;791418
Bilbao2Almeria1;937799
Bilbao2Almeria2;937799
Bilbao2Avila1;417740
Bilbao2Avila2;417242
Bilbao2Badajoz1;697671
Bilbao2Badajoz2;732444
Bilbao2Barcelona1;605120
Bilbao2Barcelona2;615039
Bilbao2Bilbao1;2144
Bilbao2Bilbao2;0
Bilbao2Burgos1;154761
Bilbao2Burgos2;160806
Bilbao2Caceres1;609017
Bilbao2Caceres2;609913
Bilbao2Cadiz1;980964
Bilbao2Cadiz2;980911
Bilbao2Castellon1;622180
Bilbao2Castellon2;622041
Bilbao2Ciudad Real1;597699
Bilbao2Ciudad Real2;597875
Bilbao2Cordoba1;788725
Bilbao2Cordoba2;788445
Bilbao2Cuenca1;554746
Bilbao2Cuenca2;554749
Bilbao2Girona1;689673
Bilbao2Girona2;691718
Bilbao2Granada1;810932
Bilbao2Granada2;808033
Bilbao2Guadalajara1;420682
Bilbao2Guadalajara2;420620
Bilbao2Huelva1;949877
Bilbao2Huelva2;948243
Bilbao2Huesca1;372953
Bilbao2Huesca2;372834
Bilbao2Jaen1;726045
Bilbao2Jaen2;728279
Bilbao2Leon1;334449
Bilbao2Leon2;334062
Bilbao2Lerida1;452728
Bilbao2Lerida2;451159
Bilbao2Logrono1;139070
Bilbao2Logrono2;138342
Bilbao2Lugo1;500428
Bilbao2Lugo2;504637
Bilbao2Madrid1;400076
Bilbao2Madrid2;398334
Bilbao2Malaga1;930967
Bilbao2Malaga2;930392
Bilbao2Murcia1;785359
Bilbao2Murcia2;785359
Bilbao2Ourense1;612546
Bilbao2Ourense2;612924
Bilbao2Oviedo1;280456
Bilbao2Oviedo2;280403
Bilbao2Palencia1;245839
Bilbao2Palencia2;246282
Bilbao2Pamplona1;156342
Bilbao2Pamplona2;157921
Bilbao2Pontevedra1;642492
Bilbao2Pontevedra2;642105
Bilbao2Salamanca1;396614
Bilbao2Salamanca2;399298
Bilbao2San Sebastian1;101718
Bilbao2San Sebastian2;101718
Bilbao2Santander1;98600
Bilbao2Santander2;98298
Bilbao2Segovia1;358438
Bilbao2Segovia2;359772
Bilbao2Sevilla1;864587
Bilbao2Sevilla2;861621
Bilbao2Soria1;233896
Bilbao2Soria2;232159
Bilbao2Tarragona1;536790
Bilbao2Tarragona2;535533
Bilbao2Teruel1;475729
Bilbao2Teruel2;475729
Bilbao2Toledo1;473616
Bilbao2Toledo2;470609
Bilbao2Valencia1;615247
Bilbao2Valencia2;618484
Bilbao2Valladolid1;283053
Bilbao2Valladolid2;282572
Bilbao2Vitoria1;67377
Bilbao2Vitoria2;64561
Bilbao2Zamora1;379509
Bilbao2Zamora2;377918
Bilbao2Zaragoza1;302733
Burgos1A Coru̱a1;483858
Burgos1A Coru̱a2;484520
Burgos1Albacete1;491732
Burgos1Albacete2;491575
Burgos1Alicante1;654893
Burgos1Alicante2;654893
Burgos1Almeria1;786277
Burgos1Almeria2;786277
Burgos1Avila1;266092
Burgos1Avila2;265595
Burgos1Badajoz1;546023
Burgos1Badajoz2;580797
Burgos1Barcelona1;594618
Burgos1Barcelona2;604536
Burgos1Bilbao1;152909
Burgos1Bilbao2;155182
Burgos1Burgos1;0
Burgos1Burgos2;8078
Burgos1Caceres1;457370
Burgos1Caceres2;458265
Burgos1Cadiz1;829317
Burgos1Cadiz2;829264
Burgos1Castellon1;611677
Burgos1Castellon2;611538
Burgos1Ciudad Real1;446176
Burgos1Ciudad Real2;446353
Burgos1Cordoba1;637202
Burgos1Cordoba2;636922
Burgos1Cuenca1;403223
Burgos1Cuenca2;403226
Burgos1Girona1;679170
Burgos1Girona2;681216
Burgos1Granada1;659409
Burgos1Granada2;656510
Burgos1Guadalajara1;269159
Burgos1Guadalajara2;269097
Burgos1Huelva1;798230
Burgos1Huelva2;796596
Burgos1Huesca1;362451
Burgos1Huesca2;362331
Burgos1Jaen1;574522
Burgos1Jaen2;576756
Burgos1Leon1;178739
Burgos1Leon2;178352
Burgos1Lerida1;442226
Burgos1Lerida2;440656
Burgos1Logrono1;128568
Burgos1Logrono2;127839
Burgos1Lugo1;394146
Burgos1Lugo2;392850
Burgos1Madrid1;248553
Burgos1Madrid2;246811
Burgos1Malaga1;779444
Burgos1Malaga2;778869
Burgos1Murcia1;633837
Burgos1Murcia2;633837
Burgos1Ourense1;456835
Burgos1Ourense2;457214
Burgos1Oviedo1;298806
Burgos1Oviedo2;296075
Burgos1Palencia1;94192
Burgos1Palencia2;94635
Burgos1Pamplona1;203578
Burgos1Pamplona2;205157
Burgos1Pontevedra1;567520
Burgos1Pontevedra2;567133
Burgos1Salamanca1;244967
Burgos1Salamanca2;247650
Burgos1San Sebastian1;208749
Burgos1San Sebastian2;208749
Burgos1Santander1;181014
Burgos1Santander2;180713
Burgos1Segovia1;206915
Burgos1Segovia2;208249
Burgos1Sevilla1;712939
Burgos1Sevilla2;709974
Burgos1Soria1;147003
Burgos1Soria2;146789
Burgos1Tarragona1;526287
Burgos1Tarragona2;525030
Burgos1Teruel1;465226
Burgos1Teruel2;465226
Burgos1Toledo1;322093
Burgos1Toledo2;319087
Burgos1Valencia1;591836
Burgos1Valencia2;591903
Burgos1Valladolid1;131406
Burgos1Valladolid2;130925
Burgos1Vitoria1;108584
Burgos1Vitoria2;112151
Burgos1Zamora1;227862
Burgos1Zamora2;226271
Burgos1Zaragoza1;292231
Burgos2A Coru̱a1;484834
Burgos2A Coru̱a2;485496
Burgos2Albacete1;488644
Burgos2Albacete2;488487
Burgos2Alicante1;651805
Burgos2Alicante2;651805
Burgos2Almeria1;783189
Burgos2Almeria2;783189
Burgos2Avila1;263005
Burgos2Avila2;262507
Burgos2Badajoz1;542936
Burgos2Badajoz2;577709
Burgos2Barcelona1;600790
Burgos2Barcelona2;610708
Burgos2Bilbao1;159081
Burgos2Bilbao2;161354
Burgos2Burgos1;5814
Burgos2Burgos2;0
Burgos2Caceres1;454282
Burgos2Caceres2;455178
Burgos2Cadiz1;826230
Burgos2Cadiz2;826176
Burgos2Castellon1;525186
Burgos2Castellon2;525047
Burgos2Ciudad Real1;443088
Burgos2Ciudad Real2;443265
Burgos2Cordoba1;634115
Burgos2Cordoba2;633834
Burgos2Cuenca1;400135
Burgos2Cuenca2;400139
Burgos2Girona1;685343
Burgos2Girona2;687388
Burgos2Granada1;656322
Burgos2Granada2;653423
Burgos2Guadalajara1;266072
Burgos2Guadalajara2;266010
Burgos2Huelva1;795142
Burgos2Huelva2;793509
Burgos2Huesca1;368623
Burgos2Huesca2;368504
Burgos2Jaen1;571434
Burgos2Jaen2;573669
Burgos2Leon1;179715
Burgos2Leon2;179328
Burgos2Lerida1;448398
Burgos2Lerida2;446829
Burgos2Logrono1;134740
Burgos2Logrono2;134011
Burgos2Lugo1;395122
Burgos2Lugo2;393826
Burgos2Madrid1;245466
Burgos2Madrid2;243724
Burgos2Malaga1;776357
Burgos2Malaga2;775782
Burgos2Murcia1;630749
Burgos2Murcia2;630749
Burgos2Ourense1;457811
Burgos2Ourense2;458190
Burgos2Oviedo1;299782
Burgos2Oviedo2;297051
Burgos2Palencia1;91104
Burgos2Palencia2;91548
Burgos2Pamplona1;209750
Burgos2Pamplona2;211329
Burgos2Pontevedra1;568496
Burgos2Pontevedra2;568109
Burgos2Salamanca1;241880
Burgos2Salamanca2;244563
Burgos2San Sebastian1;214921
Burgos2San Sebastian2;214921
Burgos2Santander1;182536
Burgos2Santander2;182234
Burgos2Segovia1;203828
Burgos2Segovia2;205162
Burgos2Sevilla1;709852
Burgos2Sevilla2;706887
Burgos2Soria1;143915
Burgos2Soria2;143702
Burgos2Tarragona1;532460
Burgos2Tarragona2;531203
Burgos2Teruel1;378735
Burgos2Teruel2;378735
Burgos2Toledo1;319005
Burgos2Toledo2;315999
Burgos2Valencia1;588748
Burgos2Valencia2;588815
Burgos2Valladolid1;128318
Burgos2Valladolid2;127838
Burgos2Vitoria1;114756
Burgos2Vitoria2;118323
Burgos2Zamora1;224774
Burgos2Zamora2;223184
Burgos2Zaragoza1;298403
Caceres1A Coru̱a1;665882
Caceres1A Coru̱a2;666543
Caceres1Albacete1;510702
Caceres1Albacete2;510545
Caceres1Alicante1;673864
Caceres1Alicante2;673864
Caceres1Almeria1;671534
Caceres1Almeria2;671534
Caceres1Avila1;243201
Caceres1Avila2;242703
Caceres1Badajoz1;94037
Caceres1Badajoz2;96741
Caceres1Barcelona1;913963
Caceres1Barcelona2;923881
Caceres1Bilbao1;605993
Caceres1Bilbao2;608266
Caceres1Burgos1;464842
Caceres1Burgos2;451389
Caceres1Caceres1;0
Caceres1Caceres2;1024
Caceres1Cadiz1;377974
Caceres1Cadiz2;377921
Caceres1Castellon1;696822
Caceres1Castellon2;696683
Caceres1Ciudad Real1;273314
Caceres1Ciudad Real2;271118
Caceres1Cordoba1;314481
Caceres1Cordoba2;314200
Caceres1Cuenca1;442813
Caceres1Cuenca2;442816
Caceres1Girona1;998516
Caceres1Girona2;1000561
Caceres1Granada1;512947
Caceres1Granada2;513365
Caceres1Guadalajara1;357502
Caceres1Guadalajara2;357191
Caceres1Huelva1;346887
Caceres1Huelva2;345253
Caceres1Huesca1;681796
Caceres1Huesca2;681677
Caceres1Jaen1;415000
Caceres1Jaen2;415342
Caceres1Leon1;412486
Caceres1Leon2;412099
Caceres1Lerida1;761571
Caceres1Lerida2;760002
Caceres1Logrono1;581652
Caceres1Logrono2;580923
Caceres1Lugo1;576169
Caceres1Lugo2;574874
Caceres1Madrid1;302081
Caceres1Madrid2;303622
Caceres1Malaga1;479005
Caceres1Malaga2;478430
Caceres1Murcia1;652807
Caceres1Murcia2;652807
Caceres1Ourense1;533632
Caceres1Ourense2;534010
Caceres1Oviedo1;526109
Caceres1Oviedo2;523378
Caceres1Palencia1;378299
Caceres1Palencia2;380348
Caceres1Pamplona1;656662
Caceres1Pamplona2;658241
Caceres1Pontevedra1;567887
Caceres1Pontevedra2;567500
Caceres1Salamanca1;207414
Caceres1Salamanca2;207073
Caceres1San Sebastian1;661833
Caceres1San Sebastian2;661833
Caceres1Santander1;573404
Caceres1Santander2;573102
Caceres1Segovia1;303439
Caceres1Segovia2;304153
Caceres1Sevilla1;261597
Caceres1Sevilla2;258631
Caceres1Soria1;525323
Caceres1Soria2;527591
Caceres1Tarragona1;845633
Caceres1Tarragona2;844376
Caceres1Teruel1;602480
Caceres1Teruel2;602480
Caceres1Toledo1;265235
Caceres1Toledo2;263696
Caceres1Valencia1;631426
Caceres1Valencia2;631493
Caceres1Valladolid1;329337
Caceres1Valladolid2;327470
Caceres1Vitoria1;561668
Caceres1Vitoria2;565235
Caceres1Zamora1;274497
Caceres1Zamora2;273441
Caceres1Zaragoza1;611158
Caceres2A Coru̱a1;666591
Caceres2A Coru̱a2;667252
Caceres2Albacete1;511412
Caceres2Albacete2;511255
Caceres2Alicante1;674573
Caceres2Alicante2;674573
Caceres2Almeria1;671015
Caceres2Almeria2;671015
Caceres2Avila1;243910
Caceres2Avila2;243412
Caceres2Badajoz1;93518
Caceres2Badajoz2;96221
Caceres2Barcelona1;914673
Caceres2Barcelona2;924591
Caceres2Bilbao1;606702
Caceres2Bilbao2;608975
Caceres2Burgos1;465551
Caceres2Burgos2;452098
Caceres2Caceres1;1065
Caceres2Caceres2;0
Caceres2Cadiz1;377454
Caceres2Cadiz2;377401
Caceres2Castellon1;697531
Caceres2Castellon2;697392
Caceres2Ciudad Real1;273399
Caceres2Ciudad Real2;271203
Caceres2Cordoba1;313961
Caceres2Cordoba2;313681
Caceres2Cuenca1;443522
Caceres2Cuenca2;443526
Caceres2Girona1;999225
Caceres2Girona2;1001270
Caceres2Granada1;512427
Caceres2Granada2;512845
Caceres2Guadalajara1;358211
Caceres2Guadalajara2;357900
Caceres2Huelva1;346367
Caceres2Huelva2;344734
Caceres2Huesca1;682506
Caceres2Huesca2;682386
Caceres2Jaen1;414480
Caceres2Jaen2;414823
Caceres2Leon1;413195
Caceres2Leon2;412808
Caceres2Lerida1;762280
Caceres2Lerida2;760711
Caceres2Logrono1;582361
Caceres2Logrono2;581632
Caceres2Lugo1;576879
Caceres2Lugo2;575583
Caceres2Madrid1;302790
Caceres2Madrid2;304331
Caceres2Malaga1;478485
Caceres2Malaga2;477910
Caceres2Murcia1;653517
Caceres2Murcia2;653517
Caceres2Ourense1;534341
Caceres2Ourense2;534720
Caceres2Oviedo1;526819
Caceres2Oviedo2;524087
Caceres2Palencia1;379009
Caceres2Palencia2;381058
Caceres2Pamplona1;657371
Caceres2Pamplona2;658950
