Ciudades;Distance
Lugo1Salamanca1;368903
Lugo1Salamanca2;368271
Lugo1San Sebastian1;603713
Lugo1San Sebastian2;603713
Lugo1Santander1;414359
Lugo1Santander2;414057
Lugo1Segovia1;435097
Lugo1Segovia2;434396
Lugo1Sevilla1;831511
Lugo1Sevilla2;828546
Lugo1Soria1;528530
Lugo1Soria2;528316
Lugo1Tarragona1;921251
Lugo1Tarragona2;919994
Lugo1Teruel1;804138
Lugo1Teruel2;804138
Lugo1Toledo1;568582
Lugo1Toledo2;565576
Lugo1Valencia1;856771
Lugo1Valencia2;856838
Lugo1Valladolid1;346584
Lugo1Valladolid2;344717
Lugo1Vitoria1;503547
Lugo1Vitoria2;507115
Lugo1Zamora1;302674
Lugo1Zamora2;304818
Lugo1Zaragoza1;687195
Lugo2A Coru̱a1;95475
Lugo2A Coru̱a2;96136
Lugo2Albacete1;761488
Lugo2Albacete2;761332
Lugo2Alicante1;924650
Lugo2Alicante2;924650
Lugo2Almeria1;1042889
Lugo2Almeria2;1042889
Lugo2Avila1;427329
Lugo2Avila2;426831
Lugo2Badajoz1;665529
Lugo2Badajoz2;700302
Lugo2Barcelona1;990515
Lugo2Barcelona2;1000434
Lugo2Bilbao1;507209
Lugo2Bilbao2;503722
Lugo2Burgos1;395593
Lugo2Burgos2;394202
Lugo2Caceres1;576875
Lugo2Caceres2;577771
Lugo2Cadiz1;948823
Lugo2Cadiz2;948769
Lugo2Castellon1;923101
Lugo2Castellon2;922962
Lugo2Ciudad Real1;685359
Lugo2Ciudad Real2;702965
Lugo2Cordoba1;893815
Lugo2Cordoba2;893534
Lugo2Cuenca1;669092
Lugo2Cuenca2;669095
Lugo2Girona1;1075068
Lugo2Girona2;1077113
Lugo2Granada1;916022
Lugo2Granada2;913122
Lugo2Guadalajara1;558023
Lugo2Guadalajara2;560017
Lugo2Huelva1;917735
Lugo2Huelva2;916102
Lugo2Huesca1;758348
Lugo2Huesca2;758229
Lugo2Jaen1;831134
Lugo2Jaen2;833368
Lugo2Leon1;222632
Lugo2Leon2;223512
Lugo2Lerida1;838123
Lugo2Lerida2;836554
Lugo2Logrono1;524465
Lugo2Logrono2;523737
Lugo2Lugo1;1432
Lugo2Lugo2;0
Lugo2Madrid1;504735
Lugo2Madrid2;506417
Lugo2Malaga1;1036057
Lugo2Malaga2;1035482
Lugo2Murcia1;903593
Lugo2Murcia2;903593
Lugo2Ourense1;92497
Lugo2Ourense2;93279
Lugo2Oviedo1;249186
Lugo2Oviedo2;250271
Lugo2Palencia1;336153
Lugo2Palencia2;335623
Lugo2Pamplona1;599475
Lugo2Pamplona2;601055
Lugo2Pontevedra1;167165
Lugo2Pontevedra2;166778
Lugo2Salamanca1;369837
Lugo2Salamanca2;369205
Lugo2San Sebastian1;604647
Lugo2San Sebastian2;604647
Lugo2Santander1;417136
Lugo2Santander2;416834
Lugo2Segovia1;436031
Lugo2Segovia2;435330
Lugo2Sevilla1;832445
Lugo2Sevilla2;829480
Lugo2Soria1;529463
Lugo2Soria2;529250
Lugo2Tarragona1;922185
Lugo2Tarragona2;920928
Lugo2Teruel1;805072
Lugo2Teruel2;805072
Lugo2Toledo1;569516
Lugo2Toledo2;566510
Lugo2Valencia1;857705
Lugo2Valencia2;857772
Lugo2Valladolid1;347517
Lugo2Valladolid2;345650
Lugo2Vitoria1;504481
Lugo2Vitoria2;508049
Lugo2Zamora1;303608
Lugo2Zamora2;305752
Lugo2Zaragoza1;688128
Madrid1A Coru̱a1;594415
Madrid1A Coru̱a2;595077
Madrid1Albacete1;253491
Madrid1Albacete2;253334
Madrid1Alicante1;416652
Madrid1Alicante2;416652
Madrid1Almeria1;543074
Madrid1Almeria2;543074
Madrid1Avila1;113801
Madrid1Avila2;113304
Madrid1Badajoz1;407460
Madrid1Badajoz2;402636
Madrid1Barcelona1;614847
Madrid1Barcelona2;624765
Madrid1Bilbao1;396942
Madrid1Bilbao2;399215
Madrid1Burgos1;248089
Madrid1Burgos2;242132
Madrid1Caceres1;302229
Madrid1Caceres2;303125
Madrid1Cadiz1;651156
Madrid1Cadiz2;651103
Madrid1Castellon1;418991
Madrid1Castellon2;418852
Madrid1Ciudad Real1;190207
Madrid1Ciudad Real2;190501
Madrid1Cordoba1;394000
Madrid1Cordoba2;393719
Madrid1Cuenca1;164982
Madrid1Cuenca2;164985
Madrid1Girona1;699399
Madrid1Girona2;701444
Madrid1Granada1;416207
Madrid1Granada2;413308
Madrid1Guadalajara1;58385
Madrid1Guadalajara2;58074
Madrid1Huelva1;620069
Madrid1Huelva2;618435
Madrid1Huesca1;382680
Madrid1Huesca2;382560
Madrid1Jaen1;331319
Madrid1Jaen2;333554
Madrid1Leon1;341019
Madrid1Leon2;340632
Madrid1Lerida1;462454
Madrid1Lerida2;460885
Madrid1Logrono1;328138
Madrid1Logrono2;327410
Madrid1Lugo1;504703
Madrid1Lugo2;503407
Madrid1Madrid1;0
Madrid1Madrid2;3315
Madrid1Malaga1;536242
Madrid1Malaga2;535667
Madrid1Murcia1;395596
Madrid1Murcia2;395596
Madrid1Ourense1;506380
Madrid1Ourense2;506759
Madrid1Oviedo1;454643
Madrid1Oviedo2;451912
Madrid1Palencia1;265276
Madrid1Palencia2;267325
Madrid1Pamplona1;393097
Madrid1Pamplona2;389592
Madrid1Pontevedra1;617065
Madrid1Pontevedra2;616678
Madrid1Salamanca1;218429
Madrid1Salamanca2;219793
Madrid1San Sebastian1;452782
Madrid1San Sebastian2;452782
Madrid1Santander1;454881
Madrid1Santander2;454579
Madrid1Segovia1;95456
Madrid1Segovia2;96789
Madrid1Sevilla1;534779
Madrid1Sevilla2;531813
Madrid1Soria1;226206
Madrid1Soria2;228475
Madrid1Tarragona1;546516
Madrid1Tarragona2;545259
Madrid1Teruel1;303364
Madrid1Teruel2;303364
Madrid1Toledo1;74364
Madrid1Toledo2;71358
Madrid1Valencia1;353595
Madrid1Valencia2;353662
Madrid1Valladolid1;193282
Madrid1Valladolid2;193088
Madrid1Vitoria1;352617
Madrid1Vitoria2;356184
Madrid1Zamora1;258616
Madrid1Zamora2;257025
Madrid1Zaragoza1;312042
Madrid2A Coru̱a1;595827
Madrid2A Coru̱a2;596488
Madrid2Albacete1;253000
Madrid2Albacete2;252843
Madrid2Alicante1;416161
Madrid2Alicante2;416161
Madrid2Almeria1;542146
Madrid2Almeria2;542146
Madrid2Avila1;115213
Madrid2Avila2;114715
Madrid2Badajoz1;407552
Madrid2Badajoz2;402727
Madrid2Barcelona1;614356
Madrid2Barcelona2;624274
Madrid2Bilbao1;396452
Madrid2Bilbao2;398725
Madrid2Burgos1;247598
Madrid2Burgos2;241642
Madrid2Caceres1;302321
Madrid2Caceres2;303217
Madrid2Cadiz1;651248
Madrid2Cadiz2;651194
Madrid2Castellon1;418500
Madrid2Castellon2;418361
Madrid2Ciudad Real1;202045
Madrid2Ciudad Real2;202222
Madrid2Cordoba1;393072
Madrid2Cordoba2;392791
Madrid2Cuenca1;164491
Madrid2Cuenca2;164495
Madrid2Girona1;698909
Madrid2Girona2;700954
Madrid2Granada1;415279
Madrid2Granada2;412380
Madrid2Guadalajara1;57895
Madrid2Guadalajara2;57584
Madrid2Huelva1;620161
Madrid2Huelva2;618527
Madrid2Huesca1;382189
Madrid2Huesca2;382070
Madrid2Jaen1;330391
Madrid2Jaen2;332625
Madrid2Leon1;342431
Madrid2Leon2;342044
Madrid2Lerida1;461964
Madrid2Lerida2;460395
Madrid2Logrono1;327648
Madrid2Logrono2;326919
Madrid2Lugo1;506114
Madrid2Lugo2;504819
Madrid2Madrid1;1760
Madrid2Madrid2;0
Madrid2Malaga1;535314
Madrid2Malaga2;534739
Madrid2Murcia1;395105
Madrid2Murcia2;395105
Madrid2Ourense1;507791
Madrid2Ourense2;508170
Madrid2Oviedo1;456055
Madrid2Oviedo2;453323
Madrid2Palencia1;266687
Madrid2Palencia2;268736
Madrid2Pamplona1;392607
Madrid2Pamplona2;389101
Madrid2Pontevedra1;618477
Madrid2Pontevedra2;618089
Madrid2Salamanca1;219840
Madrid2Salamanca2;221204
Madrid2San Sebastian1;452292
Madrid2San Sebastian2;452292
Madrid2Santander1;454390
Madrid2Santander2;454088
Madrid2Segovia1;96867
Madrid2Segovia2;98201
Madrid2Sevilla1;534870
Madrid2Sevilla2;531905
Madrid2Soria1;225716
Madrid2Soria2;227984
Madrid2Tarragona1;546026
Madrid2Tarragona2;544769
Madrid2Teruel1;302873
Madrid2Teruel2;302873
Madrid2Toledo1;76149
Madrid2Toledo2;73143
Madrid2Valencia1;353104
Madrid2Valencia2;353171
Madrid2Valladolid1;194694
Madrid2Valladolid2;194499
Madrid2Vitoria1;352127
Madrid2Vitoria2;355694
Madrid2Zamora1;260028
Madrid2Zamora2;258437
Madrid2Zaragoza1;311551
Malaga1A Coru̱a1;1122760
Malaga1A Coru̱a2;1123421
Malaga1Albacete1;527043
Malaga1Albacete2;526887
Malaga1Alicante1;476159
Malaga1Alicante2;476159
Malaga1Almeria1;210632
Malaga1Almeria2;210632
Malaga1Avila1;642146
Malaga1Avila2;641648
Malaga1Badajoz1;420362
Malaga1Badajoz2;418283
Malaga1Barcelona1;979238
Malaga1Barcelona2;984246
Malaga1Bilbao1;925616
Malaga1Bilbao2;927889
Malaga1Burgos1;776762
Malaga1Burgos2;770806
Malaga1Caceres1;466106
Malaga1Caceres2;465757
Malaga1Cadiz1;231091
Malaga1Cadiz2;231038
Malaga1Castellon1;705538
Malaga1Castellon2;705399
Malaga1Ciudad Real1;349182
Malaga1Ciudad Real2;346278
Malaga1Cordoba1;163043
Malaga1Cordoba2;162763
Malaga1Cuenca1;570144
Malaga1Cuenca2;596586
Malaga1Girona1;1073812
Malaga1Girona2;1075857
Malaga1Granada1;128579
Malaga1Granada2;128997
Malaga1Guadalajara1;583073
Malaga1Guadalajara2;582762
Malaga1Huelva1;313556
Malaga1Huelva2;311923
Malaga1Huesca1;907367
Malaga1Huesca2;907248
Malaga1Jaen1;209161
Malaga1Jaen2;208556
Malaga1Leon1;869364
Malaga1Leon2;868977
Malaga1Lerida1;987142
Malaga1Lerida2;985573
Malaga1Logrono1;852826
Malaga1Logrono2;852097
Malaga1Lugo1;1033047
Malaga1Lugo2;1031752
Malaga1Madrid1;532059
Malaga1Madrid2;530316
Malaga1Malaga1;0
Malaga1Malaga2;1557
Malaga1Murcia1;404408
Malaga1Murcia2;404408
Malaga1Ourense1;997337
Malaga1Ourense2;997716
Malaga1Oviedo1;982988
Malaga1Oviedo2;980256
Malaga1Palencia1;793620
Malaga1Palencia2;795669
Malaga1Pamplona1;917785
Malaga1Pamplona2;914279
Malaga1Pontevedra1;958770
Malaga1Pontevedra2;958383
Malaga1Salamanca1;671119
Malaga1Salamanca2;670778
Malaga1San Sebastian1;981456
Malaga1San Sebastian2;981456
Malaga1Santander1;988725
Malaga1Santander2;988423
Malaga1Segovia1;623800
Malaga1Segovia2;625134
Malaga1Sevilla1;210096
Malaga1Sevilla2;216194
Malaga1Soria1;750894
Malaga1Soria2;753162
Malaga1Tarragona1;890059
Malaga1Tarragona2;888365
Malaga1Teruel1;669744
Malaga1Teruel2;669744
Malaga1Toledo1;480151
Malaga1Toledo2;482079
Malaga1Valencia1;622085
Malaga1Valencia2;625316
Malaga1Valladolid1;721627
Malaga1Valladolid2;721432
Malaga1Vitoria1;881291
Malaga1Vitoria2;884858
Malaga1Zamora1;738202
Malaga1Zamora2;737146
Malaga1Zaragoza1;836729
Malaga2A Coru̱a1;1121694
Malaga2A Coru̱a2;1122355
Malaga2Albacete1;525978
Malaga2Albacete2;525821
Malaga2Alicante1;475093
Malaga2Alicante2;475093
Malaga2Almeria1;209566
Malaga2Almeria2;209566
Malaga2Avila1;641080
Malaga2Avila2;640582
Malaga2Badajoz1;419296
Malaga2Badajoz2;417217
Malaga2Barcelona1;978172
Malaga2Barcelona2;983180
Malaga2Bilbao1;924550
Malaga2Bilbao2;926823
Malaga2Burgos1;775697
Malaga2Burgos2;769740
Malaga2Caceres1;465040
Malaga2Caceres2;464691
Malaga2Cadiz1;233152
Malaga2Cadiz2;233099
Malaga2Castellon1;704472
Malaga2Castellon2;704333
Malaga2Ciudad Real1;348117
Malaga2Ciudad Real2;345212
Malaga2Cordoba1;161978
Malaga2Cordoba2;161697
Malaga2Cuenca1;569078
Malaga2Cuenca2;595520
Malaga2Girona1;1072746
Malaga2Girona2;1074791
Malaga2Granada1;127513
Malaga2Granada2;127931
Malaga2Guadalajara1;582007
Malaga2Guadalajara2;581696
Malaga2Huelva1;312490
Malaga2Huelva2;310857
Malaga2Huesca1;906302
Malaga2Huesca2;906182
Malaga2Jaen1;208095
Malaga2Jaen2;207491
Malaga2Leon1;868298
Malaga2Leon2;867911
Malaga2Lerida1;986076
Malaga2Lerida2;984507
Malaga2Logrono1;851760
Malaga2Logrono2;851032
Malaga2Lugo1;1031981
Malaga2Lugo2;1030686
Malaga2Madrid1;530993
Malaga2Madrid2;529251
Malaga2Malaga1;425
Malaga2Malaga2;0
Malaga2Murcia1;403342
Malaga2Murcia2;403342
Malaga2Ourense1;996271
Malaga2Ourense2;996650
Malaga2Oviedo1;981922
Malaga2Oviedo2;979190
Malaga2Palencia1;792555
Malaga2Palencia2;794604
Malaga2Pamplona1;916719
Malaga2Pamplona2;913213
Malaga2Pontevedra1;957704
Malaga2Pontevedra2;957317
Malaga2Salamanca1;670053
Malaga2Salamanca2;669712
Malaga2San Sebastian1;980390
Malaga2San Sebastian2;980390
Malaga2Santander1;987659
Malaga2Santander2;987358
Malaga2Segovia1;622734
Malaga2Segovia2;624068
Malaga2Sevilla1;209030
Malaga2Sevilla2;215128
Malaga2Soria1;749828
Malaga2Soria2;752096
Malaga2Tarragona1;888993
Malaga2Tarragona2;887299
Malaga2Teruel1;668679
Malaga2Teruel2;668679
Malaga2Toledo1;479085
Malaga2Toledo2;481013
Malaga2Valencia1;621019
Malaga2Valencia2;624250
Malaga2Valladolid1;720561
Malaga2Valladolid2;720366
Malaga2Vitoria1;880225
Malaga2Vitoria2;883792
Malaga2Zamora1;737136
Malaga2Zamora2;736080
Malaga2Zaragoza1;835664
Murcia1A Coru̱a1;993516
Murcia1A Coru̱a2;994177
Murcia1Albacete1;146126
Murcia1Albacete2;145969
Murcia1Alicante1;80090
Murcia1Alicante2;80090
Murcia1Almeria1;218244
Murcia1Almeria2;218244
Murcia1Avila1;512901
Murcia1Avila2;512404
Murcia1Badajoz1;671018
Murcia1Badajoz2;666193
Murcia1Barcelona1;583168
Murcia1Barcelona2;588177
Murcia1Bilbao1;782994
Murcia1Bilbao2;785267
Murcia1Burgos1;634140
Murcia1Burgos2;628184
Murcia1Caceres1;653059
Murcia1Caceres2;653955
Murcia1Cadiz1;567599
Murcia1Cadiz2;567545
Murcia1Castellon1;309469
Murcia1Castellon2;309330
Murcia1Ciudad Real1;361366
Murcia1Ciudad Real2;361543
Murcia1Cordoba1;475984
Murcia1Cordoba2;475704
Murcia1Cuenca1;286495
Murcia1Cuenca2;286257
Murcia1Girona1;677743
Murcia1Girona2;679788
Murcia1Granada1;277819
Murcia1Granada2;278218
Murcia1Guadalajara1;432080
Murcia1Guadalajara2;431769
Murcia1Huelva1;626288
Murcia1Huelva2;624655
Murcia1Huesca1;621403
Murcia1Huesca2;621284
Murcia1Jaen1;335777
Murcia1Jaen2;335173
Murcia1Leon1;740120
Murcia1Leon2;739732
Murcia1Lerida1;548014
Murcia1Lerida2;546445
Murcia1Logrono1;714698
Murcia1Logrono2;716142
Murcia1Lugo1;903803
Murcia1Lugo2;902507
Murcia1Madrid1;396995
Murcia1Madrid2;395910
Murcia1Malaga1;407854
Murcia1Malaga2;407279
Murcia1Murcia1;0
Murcia1Murcia2;0
Murcia1Ourense1;905480
Murcia1Ourense2;905859
Murcia1Oviedo1;853743
Murcia1Oviedo2;851012
Murcia1Palencia1;664376
Murcia1Palencia2;666425
Murcia1Pamplona1;726391
Murcia1Pamplona2;722885
Murcia1Pontevedra1;1016165
Murcia1Pontevedra2;1015778
Murcia1Salamanca1;617529
Murcia1Salamanca2;618893
Murcia1San Sebastian1;809479
Murcia1San Sebastian2;809479
Murcia1Santander1;840932
Murcia1Santander2;840631
Murcia1Segovia1;494556
Murcia1Segovia2;495889
Murcia1Sevilla1;522828
Murcia1Sevilla2;528926
Murcia1Soria1;599901
Murcia1Soria2;602170
Murcia1Tarragona1;493989
Murcia1Tarragona2;492295
Murcia1Teruel1;376535
Murcia1Teruel2;376535
Murcia1Toledo1;389879
Murcia1Toledo2;391810
Murcia1Valencia1;226016
Murcia1Valencia2;229247
Murcia1Valladolid1;592382
Murcia1Valladolid2;592188
Murcia1Vitoria1;738669
Murcia1Vitoria2;742236
Murcia1Zamora1;657716
Murcia1Zamora2;656125
Murcia1Zaragoza1;552387
Murcia2A Coru̱a1;993516
Murcia2A Coru̱a2;994177
Murcia2Albacete1;146126
Murcia2Albacete2;145969
Murcia2Alicante1;80090
Murcia2Alicante2;80090
Murcia2Almeria1;218244
Murcia2Almeria2;218244
Murcia2Avila1;512901
Murcia2Avila2;512404
Murcia2Badajoz1;671018
Murcia2Badajoz2;666193
Murcia2Barcelona1;583168
Murcia2Barcelona2;588177
Murcia2Bilbao1;782994
Murcia2Bilbao2;785267
Murcia2Burgos1;634140
Murcia2Burgos2;628184
Murcia2Caceres1;653059
Murcia2Caceres2;653955
Murcia2Cadiz1;567599
Murcia2Cadiz2;567545
Murcia2Castellon1;309469
Murcia2Castellon2;309330
Murcia2Ciudad Real1;361366
Murcia2Ciudad Real2;361543
Murcia2Cordoba1;475984
Murcia2Cordoba2;475704
Murcia2Cuenca1;286495
Murcia2Cuenca2;286257
Murcia2Girona1;677743
Murcia2Girona2;679788
Murcia2Granada1;277819
Murcia2Granada2;278218
Murcia2Guadalajara1;432080
Murcia2Guadalajara2;431769
Murcia2Huelva1;626288
Murcia2Huelva2;624655
Murcia2Huesca1;621403
Murcia2Huesca2;621284
Murcia2Jaen1;335777
Murcia2Jaen2;335173
Murcia2Leon1;740120
Murcia2Leon2;739732
Murcia2Lerida1;548014
Murcia2Lerida2;546445
Murcia2Logrono1;714698
Murcia2Logrono2;716142
Murcia2Lugo1;903803
Murcia2Lugo2;902507
Murcia2Madrid1;396995
Murcia2Madrid2;395910
Murcia2Malaga1;407854
Murcia2Malaga2;407279
Murcia2Murcia1;0
Murcia2Murcia2;0
Murcia2Ourense1;905480
Murcia2Ourense2;905859
Murcia2Oviedo1;853743
Murcia2Oviedo2;851012
Murcia2Palencia1;664376
Murcia2Palencia2;666425
Murcia2Pamplona1;726391
Murcia2Pamplona2;722885
Murcia2Pontevedra1;1016165
Murcia2Pontevedra2;1015778
Murcia2Salamanca1;617529
Murcia2Salamanca2;618893
Murcia2San Sebastian1;809479
Murcia2San Sebastian2;809479
Murcia2Santander1;840932
Murcia2Santander2;840631
Murcia2Segovia1;494556
Murcia2Segovia2;495889
Murcia2Sevilla1;522828
Murcia2Sevilla2;528926
Murcia2Soria1;599901
Murcia2Soria2;602170
Murcia2Tarragona1;493989
Murcia2Tarragona2;492295
Murcia2Teruel1;376535
Murcia2Teruel2;376535
Murcia2Toledo1;389879
Murcia2Toledo2;391810
Murcia2Valencia1;226016
Murcia2Valencia2;229247
Murcia2Valladolid1;592382
Murcia2Valladolid2;592188
Murcia2Vitoria1;738669
Murcia2Vitoria2;742236
Murcia2Zamora1;657716
Murcia2Zamora2;656125
Murcia2Zaragoza1;552387
Ourense1A Coru̱a1;171334
Ourense1A Coru̱a2;171995
Ourense1Albacete1;762115
Ourense1Albacete2;761958
Ourense1Alicante1;925276
Ourense1Alicante2;925276
Ourense1Almeria1;1043515
Ourense1Almeria2;1043515
Ourense1Avila1;427955
Ourense1Avila2;427457
Ourense1Badajoz1;565830
Ourense1Badajoz2;569607
Ourense1Barcelona1;1052802
Ourense1Barcelona2;1062720
Ourense1Bilbao1;611093
Ourense1Bilbao2;613366
Ourense1Burgos1;457880
Ourense1Burgos2;456489
Ourense1Caceres1;534070
Ourense1Caceres2;534966
Ourense1Cadiz1;906018
Ourense1Cadiz2;905964
Ourense1Castellon1;923727
Ourense1Castellon2;923588
Ourense1Ciudad Real1;685986
Ourense1Ciudad Real2;703591
Ourense1Cordoba1;894441
Ourense1Cordoba2;894160
Ourense1Cuenca1;669718
Ourense1Cuenca2;669722
Ourense1Girona1;1137354
Ourense1Girona2;1139400
Ourense1Granada1;916648
Ourense1Granada2;913749
Ourense1Guadalajara1;558649
Ourense1Guadalajara2;560644
Ourense1Huelva1;860379
Ourense1Huelva2;859213
Ourense1Huesca1;820635
Ourense1Huesca2;820515
Ourense1Jaen1;831760
Ourense1Jaen2;833995
Ourense1Leon1;297584
Ourense1Leon2;297197
Ourense1Lerida1;900410
Ourense1Lerida2;898840
Ourense1Logrono1;586752
Ourense1Logrono2;586023
Ourense1Lugo1;113277
Ourense1Lugo2;92481
Ourense1Madrid1;505362
Ourense1Madrid2;507043
Ourense1Malaga1;1036683
Ourense1Malaga2;1036108
Ourense1Murcia1;904220
Ourense1Murcia2;904220
Ourense1Ourense1;0
Ourense1Ourense2;793
Ourense1Oviedo1;356700
Ourense1Oviedo2;357785
Ourense1Palencia1;342470
Ourense1Palencia2;341940
Ourense1Pamplona1;661762
Ourense1Pamplona2;663341
Ourense1Pontevedra1;115191
Ourense1Pontevedra2;114804
Ourense1Salamanca1;327032
Ourense1Salamanca2;326400
Ourense1San Sebastian1;666933
Ourense1San Sebastian2;666933
Ourense1Santander1;544898
Ourense1Santander2;544596
Ourense1Segovia1;436658
Ourense1Segovia2;435956
Ourense1Sevilla1;789640
Ourense1Sevilla2;786675
Ourense1Soria1;553545
Ourense1Soria2;553332
Ourense1Tarragona1;984471
Ourense1Tarragona2;983214
Ourense1Teruel1;805698
Ourense1Teruel2;805698
Ourense1Toledo1;570142
Ourense1Toledo2;567136
Ourense1Valencia1;858331
Ourense1Valencia2;858398
Ourense1Valladolid1;348144
Ourense1Valladolid2;346277
Ourense1Vitoria1;566768
Ourense1Vitoria2;570335
Ourense1Zamora1;260803
Ourense1Zamora2;262947
Ourense1Zaragoza1;750415
Ourense2A Coru̱a1;172079
Ourense2A Coru̱a2;172740
Ourense2Albacete1;762860
Ourense2Albacete2;762703
Ourense2Alicante1;926021
Ourense2Alicante2;926021
Ourense2Almeria1;1044260
Ourense2Almeria2;1044260
Ourense2Avila1;428700
Ourense2Avila2;428203
Ourense2Badajoz1;566575
Ourense2Badajoz2;570353
Ourense2Barcelona1;1053547
Ourense2Barcelona2;1063465
Ourense2Bilbao1;611838
Ourense2Bilbao2;614111
Ourense2Burgos1;458625
Ourense2Burgos2;457234
Ourense2Caceres1;534816
Ourense2Caceres2;535711
Ourense2Cadiz1;906763
Ourense2Cadiz2;906709
Ourense2Castellon1;924472
Ourense2Castellon2;924333
Ourense2Ciudad Real1;686731
Ourense2Ciudad Real2;704336
Ourense2Cordoba1;895186
Ourense2Cordoba2;894906
Ourense2Cuenca1;670464
Ourense2Cuenca2;670467
Ourense2Girona1;1138100
Ourense2Girona2;1140145
Ourense2Granada1;917393
Ourense2Granada2;914494
Ourense2Guadalajara1;559394
Ourense2Guadalajara2;561389
Ourense2Huelva1;861124
Ourense2Huelva2;859958
Ourense2Huesca1;821380
Ourense2Huesca2;821260
Ourense2Jaen1;832506
Ourense2Jaen2;834740
Ourense2Leon1;298330
Ourense2Leon2;297942
Ourense2Lerida1;901155
Ourense2Lerida2;899586
Ourense2Logrono1;587497
Ourense2Logrono2;586768
Ourense2Lugo1;114022
Ourense2Lugo2;93186
Ourense2Madrid1;506107
Ourense2Madrid2;507788
Ourense2Malaga1;1037428
Ourense2Malaga2;1036853
Ourense2Murcia1;904965
Ourense2Murcia2;904965
Ourense2Ourense1;1486
Ourense2Ourense2;0
Ourense2Oviedo1;357445
Ourense2Oviedo2;358530
Ourense2Palencia1;343215
Ourense2Palencia2;342685
Ourense2Pamplona1;662507
Ourense2Pamplona2;664086
Ourense2Pontevedra1;115936
Ourense2Pontevedra2;115549
Ourense2Salamanca1;327777
Ourense2Salamanca2;327145
Ourense2San Sebastian1;667678
Ourense2San Sebastian2;667678
Ourense2Santander1;545643
Ourense2Santander2;545341
Ourense2Segovia1;437403
Ourense2Segovia2;436702
Ourense2Sevilla1;790385
Ourense2Sevilla2;787420
Ourense2Soria1;554290
Ourense2Soria2;554077
Ourense2Tarragona1;985217
Ourense2Tarragona2;983960
Ourense2Teruel1;806443
Ourense2Teruel2;806443
Ourense2Toledo1;570887
Ourense2Toledo2;567881
Ourense2Valencia1;859076
Ourense2Valencia2;859143
Ourense2Valladolid1;348889
Ourense2Valladolid2;347022
Ourense2Vitoria1;567513
Ourense2Vitoria2;571080
Ourense2Zamora1;261548
Ourense2Zamora2;263692
Ourense2Zaragoza1;751160
Oviedo1A Coru̱a1;285746
Oviedo1A Coru̱a2;286407
Oviedo1Albacete1;708211
Oviedo1Albacete2;708054
Oviedo1Alicante1;871372
Oviedo1Alicante2;871372
Oviedo1Almeria1;989611
Oviedo1Almeria2;989611
Oviedo1Avila1;374051
Oviedo1Avila2;373554
Oviedo1Badajoz1;612252
Oviedo1Badajoz2;647025
Oviedo1Barcelona1;891414
Oviedo1Barcelona2;901332
Oviedo1Bilbao1;284699
Oviedo1Bilbao2;281212
Oviedo1Burgos1;296492
Oviedo1Burgos2;295101
Oviedo1Caceres1;523598
Oviedo1Caceres2;524494
Oviedo1Cadiz1;895545
Oviedo1Cadiz2;895492
Oviedo1Castellon1;869823
Oviedo1Castellon2;869684
Oviedo1Ciudad Real1;632082
Oviedo1Ciudad Real2;649687
Oviedo1Cordoba1;840537
Oviedo1Cordoba2;840257
Oviedo1Cuenca1;615814
Oviedo1Cuenca2;615818
Oviedo1Girona1;975967
Oviedo1Girona2;978012
Oviedo1Granada1;862744
Oviedo1Granada2;859845
Oviedo1Guadalajara1;504745
Oviedo1Guadalajara2;506740
Oviedo1Huelva1;864458
Oviedo1Huelva2;862824
Oviedo1Huesca1;659247
Oviedo1Huesca2;659127
Oviedo1Jaen1;777857
Oviedo1Jaen2;780091
Oviedo1Leon1;123830
Oviedo1Leon2;124710
Oviedo1Lerida1;739022
Oviedo1Lerida2;737453
Oviedo1Logrono1;425364
Oviedo1Logrono2;424635
Oviedo1Lugo1;247198
Oviedo1Lugo2;251407
Oviedo1Madrid1;451458
Oviedo1Madrid2;453139
Oviedo1Malaga1;982779
Oviedo1Malaga2;982204
Oviedo1Murcia1;850316
Oviedo1Murcia2;850316
Oviedo1Ourense1;357408
Oviedo1Ourense2;358214
Oviedo1Oviedo1;0
Oviedo1Oviedo2;1486
Oviedo1Palencia1;237052
Oviedo1Palencia2;236522
Oviedo1Pamplona1;434611
Oviedo1Pamplona2;436191
Oviedo1Pontevedra1;389262
Oviedo1Pontevedra2;388875
Oviedo1Salamanca1;316559
Oviedo1Salamanca2;315927
Oviedo1San Sebastian1;379988
Oviedo1San Sebastian2;379988
Oviedo1Santander1;194625
Oviedo1Santander2;194323
Oviedo1Segovia1;382754
Oviedo1Segovia2;382052
Oviedo1Sevilla1;779168
Oviedo1Sevilla2;776202
Oviedo1Soria1;430362
Oviedo1Soria2;430148
Oviedo1Tarragona1;823083
Oviedo1Tarragona2;821827
Oviedo1Teruel1;665182
Oviedo1Teruel2;665182
Oviedo1Toledo1;516238
Oviedo1Toledo2;513232
Oviedo1Valencia1;804427
Oviedo1Valencia2;804494
Oviedo1Valladolid1;257195
Oviedo1Valladolid2;256714
Oviedo1Vitoria1;345647
Oviedo1Vitoria2;342831
Oviedo1Zamora1;250331
Oviedo1Zamora2;252474
Oviedo1Zaragoza1;589027
Oviedo2A Coru̱a1;285584
