Origen;Destino;Distance_m;Distance_km
Salamanca Bus;San Sebastian Tren;452765;452765
Salamanca Bus;Santander Tren;364337;364337
Salamanca Bus;Santander Bus;364035;364035
Salamanca Bus;Segovia Tren;170496;170496
Salamanca Bus;Segovia Bus;171210;171.21
Salamanca Bus;Sevilla Tren;467357;467357
Salamanca Bus;Sevilla Bus;464392;464392
Salamanca Bus;Soria Tren;325671;325671
Salamanca Bus;Soria Bus;325457;325457
Salamanca Bus;Tarragona Tren;770304;770304
Salamanca Bus;Tarragona Bus;769047;769047
Salamanca Bus;Teruel Tren;519769;519769
Salamanca Bus;Teruel Bus;519769;519769
Salamanca Bus;Toledo Tren;284213;284213
Salamanca Bus;Toledo Bus;281207;281207
Salamanca Bus;Valencia Tren;572403;572403
Salamanca Bus;Valencia Bus;572469;572469
Salamanca Bus;Valladolid Tren;120269;120269
Salamanca Bus;Valladolid Bus;118402;118402
Salamanca Bus;Vitoria Tren;352600;352.6
Salamanca Bus;Vitoria Bus;356168;356168
Salamanca Bus;Zamora Tren;67542;67542
Salamanca Bus;Zamora Bus;66486;66486
Salamanca Bus;Zaragoza Tren;536247;536247
San Sebastian Tren;A Corunia Tren;636827;636827
San Sebastian Tren;A Corunia Bus;637488;637488
San Sebastian Tren;Albacete Tren;695971;695971
San Sebastian Tren;Albacete Bus;695814;695814
San Sebastian Tren;Alicante Tren;746186;746186
San Sebastian Tren;Alicante Bus;749544;749544
San Sebastian Tren;Almeria Tren;990516;990516
San Sebastian Tren;Avila Tren;470456;470456
San Sebastian Tren;Avila Bus;469959;469959
San Sebastian Tren;Badajoz Tren;745219;745219
San Sebastian Tren;Badajoz Bus;747922;747922
San Sebastian Tren;Barcelona Tren;563246;563246
San Sebastian Tren;Barcelona Bus;573165;573165
San Sebastian Tren;Bilbao Tren;97791;97791
San Sebastian Tren;Bilbao Bus;100065;100065
San Sebastian Tren;Burgos Tren;207478;207478
San Sebastian Tren;Burgos Bus;213523;213523
San Sebastian Tren;Caceres Tren;661734;661734
San Sebastian Tren;Caceres Bus;662630;662.63
San Sebastian Tren;Cadiz Tren;1033681;1033681
San Sebastian Tren;Cadiz Bus;1033628;1033628
San Sebastian Tren;Castellon Tren;580306;580306
San Sebastian Tren;Castellon Bus;580167;580167
San Sebastian Tren;Ciudad Real Tren;650415;650415
San Sebastian Tren;Ciudad Real Bus;650592;650592
San Sebastian Tren;Cordoba Tren;841442;841442
San Sebastian Tren;Cordoba Bus;841161;841161
San Sebastian Tren;Cuenca Tren;607462;607462
San Sebastian Tren;Cuenca Bus;607466;607466
San Sebastian Tren;Girona Tren;635763;635763
San Sebastian Tren;Girona Bus;635290;635.29
San Sebastian Tren;Granada Tren;863649;863649
San Sebastian Tren;Granada Bus;860750;860.75
San Sebastian Tren;Guadalajara Tren;418291;418291
San Sebastian Tren;Guadalajara Bus;417954;417954
San Sebastian Tren;Huelva Tren;1002594;1002594
San Sebastian Tren;Huelva Bus;1000960;1000.96
San Sebastian Tren;Huesca Tren;249279;249279
San Sebastian Tren;Huesca Bus;249159;249159
San Sebastian Tren;Jaen Tren;778761;778761
San Sebastian Tren;Jaen Bus;780996;780996
San Sebastian Tren;Leon Tren;387166;387166
San Sebastian Tren;Leon Bus;386779;386779
San Sebastian Tren;Lerida Tren;410854;410854
San Sebastian Tren;Lerida Bus;409285;409285
San Sebastian Tren;Logrono Tren;164819;164819
San Sebastian Tren;Logrono Bus;166263;166263
San Sebastian Tren;Lugo Tren;602573;602573
San Sebastian Tren;Lugo Bus;601278;601278
San Sebastian Tren;Madrid Tren;452793;452793
San Sebastian Tren;Madrid Bus;451051;451051
San Sebastian Tren;Malaga Tren;983684;983684
San Sebastian Tren;Malaga Bus;983109;983109
San Sebastian Tren;Murcia Tren;808559;808559
San Sebastian Tren;Murcia Bus;808686;808686
San Sebastian Tren;Ourense Tren;665263;665263
San Sebastian Tren;Ourense Bus;665641;665641
San Sebastian Tren;Oviedo Tren;378307;378307
San Sebastian Tren;Oviedo Bus;378254;378254
San Sebastian Tren;Palencia Tren;298556;298556
San Sebastian Tren;Palencia Bus;298999;298999
San Sebastian Tren;Pamplona Tren;81079;81079
San Sebastian Tren;Pamplona Bus;82658;82658
San Sebastian Tren;Pontevedra Tren;740344;740344
San Sebastian Tren;Pontevedra Bus;739957;739957
San Sebastian Tren;Salamanca Tren;449331;449331
San Sebastian Tren;Salamanca Bus;452014;452014
San Sebastian Tren;San Sebastian Tren;0;0.0
San Sebastian Tren;Santander Tren;196452;196452
San Sebastian Tren;Santander Bus;196150;196.15
San Sebastian Tren;Segovia Tren;411155;411155
San Sebastian Tren;Segovia Bus;412489;412489
San Sebastian Tren;Sevilla Tren;917303;917303
San Sebastian Tren;Sevilla Bus;914338;914338
San Sebastian Tren;Soria Tren;264776;264776
San Sebastian Tren;Soria Bus;263040;263.04
San Sebastian Tren;Tarragona Tren;494916;494916
San Sebastian Tren;Tarragona Bus;493659;493659
San Sebastian Tren;Teruel Tren;433855;433855
San Sebastian Tren;Teruel Bus;433855;433855
San Sebastian Tren;Toledo Tren;526332;526332
San Sebastian Tren;Toledo Bus;523326;523326
San Sebastian Tren;Valencia Tren;573373;573373
San Sebastian Tren;Valencia Bus;576610;576.61
San Sebastian Tren;Valladolid Tren;335770;335.77
San Sebastian Tren;Valladolid Bus;335289;335289
San Sebastian Tren;Vitoria Tren;103978;103978
San Sebastian Tren;Vitoria Bus;101162;101162
San Sebastian Tren;Zamora Tren;432226;432226
San Sebastian Tren;Zamora Bus;430635;430635
San Sebastian Tren;Zaragoza Tren;260859;260859
Santander Tren;A Corunia Tren;451145;451145
Santander Tren;A Corunia Bus;451806;451806
Santander Tren;Albacete Tren;698295;698295
Santander Tren;Albacete Bus;698138;698138
Santander Tren;Alicante Tren;862437;862437
Santander Tren;Alicante Bus;861456;861456
Santander Tren;Almeria Tren;997817;997817
Santander Tren;Avila Tren;382257;382257
Santander Tren;Avila Bus;381759;381759
Santander Tren;Badajoz Tren;657020;657.02
Santander Tren;Badajoz Bus;659723;659723
Santander Tren;Barcelona Tren;700186;700186
Santander Tren;Barcelona Bus;710104;710104
Santander Tren;Bilbao Tren;101495;101495
Santander Tren;Bilbao Bus;98007;98007
Santander Tren;Burgos Tren;180335;180335
Santander Tren;Burgos Bus;218305;218305
Santander Tren;Caceres Tren;573534;573534
Santander Tren;Caceres Bus;574430;574.43
Santander Tren;Cadiz Tren;945482;945482
Santander Tren;Cadiz Bus;945428;945428
Santander Tren;Castellon Tren;717246;717246
Santander Tren;Castellon Bus;717107;717107
Santander Tren;Ciudad Real Tren;640287;640287
Santander Tren;Ciudad Real Bus;657893;657893
Santander Tren;Cordoba Tren;848743;848743
Santander Tren;Cordoba Bus;848462;848462
Santander Tren;Cuenca Tren;609786;609786
Santander Tren;Cuenca Bus;609789;609789
Santander Tren;Girona Tren;784739;784739
Santander Tren;Girona Bus;786784;786784
Santander Tren;Granada Tren;870950;870.95
Santander Tren;Granada Bus;868051;868051
Santander Tren;Guadalajara Tren;475722;475722
Santander Tren;Guadalajara Bus;475660;475.66
Santander Tren;Huelva Tren;914394;914394
Santander Tren;Huelva Bus;912761;912761
Santander Tren;Huesca Tren;468019;468019
Santander Tren;Huesca Bus;467899;467899
Santander Tren;Jaen Tren;786062;786062
Santander Tren;Jaen Bus;788296;788296
Santander Tren;Leon Tren;265178;265178
Santander Tren;Leon Bus;264790;264.79
Santander Tren;Lerida Tren;547794;547794
Santander Tren;Lerida Bus;546225;546225
Santander Tren;Logrono Tren;234136;234136
Santander Tren;Logrono Bus;233407;233407
Santander Tren;Lugo Tren;412598;412598
Santander Tren;Lugo Bus;416807;416807
Santander Tren;Madrid Tren;455117;455117
Santander Tren;Madrid Bus;453374;453374
Santander Tren;Malaga Tren;990985;990985
Santander Tren;Malaga Bus;990410;990.41
Santander Tren;Murcia Tren;841173;841173
Santander Tren;Murcia Bus;841301;841301
Santander Tren;Ourense Tren;543274;543274
Santander Tren;Ourense Bus;543653;543653
Santander Tren;Oviedo Tren;192625;192625
Santander Tren;Oviedo Bus;192572;192572
Santander Tren;Palencia Tren;199725;199725
Santander Tren;Palencia Bus;199782;199782
Santander Tren;Pamplona Tren;251407;251407
Santander Tren;Pamplona Bus;252986;252986
Santander Tren;Pontevedra Tren;554662;554662
Santander Tren;Pontevedra Bus;554275;554275
Santander Tren;Salamanca Tren;361132;361132
Santander Tren;Salamanca Bus;363815;363815
Santander Tren;San Sebastian Tren;196784;196784
Santander Tren;Santander Tren;0;0.0
Santander Tren;Santander Bus;649;649
Santander Tren;Segovia Tren;360145;360145
Santander Tren;Segovia Bus;358689;358689
Santander Tren;Sevilla Tren;829104;829104
Santander Tren;Sevilla Bus;826139;826139
Santander Tren;Soria Tren;328961;328961
Santander Tren;Soria Bus;327225;327225
Santander Tren;Tarragona Tren;631855;631855
Santander Tren;Tarragona Bus;630599;630599
Santander Tren;Teruel Tren;570795;570795
Santander Tren;Teruel Bus;570795;570795
Santander Tren;Toledo Tren;524444;524444
Santander Tren;Toledo Bus;521438;521438
Santander Tren;Valencia Tren;710312;710312
Santander Tren;Valencia Bus;713549;713549
Santander Tren;Valladolid Tren;247570;247.57
Santander Tren;Valladolid Bus;247090;247.09
Santander Tren;Vitoria Tren;162443;162443
Santander Tren;Vitoria Bus;159626;159626
Santander Tren;Zamora Tren;344027;344027
Santander Tren;Zamora Bus;342436;342436
Santander Tren;Zaragoza Tren;397799;397799
Santander Bus;A Corunia Tren;450954;450954
Santander Bus;A Corunia Bus;451616;451616
Santander Bus;Albacete Tren;698104;698104
Santander Bus;Albacete Bus;697947;697947
Santander Bus;Alicante Tren;862246;862246
Santander Bus;Alicante Bus;861265;861265
Santander Bus;Almeria Tren;997626;997626
Santander Bus;Avila Tren;382066;382066
Santander Bus;Avila Bus;381568;381568
Santander Bus;Badajoz Tren;656829;656829
Santander Bus;Badajoz Bus;659532;659532
Santander Bus;Barcelona Tren;699995;699995
Santander Bus;Barcelona Bus;709913;709913
Santander Bus;Bilbao Tren;101304;101304
Santander Bus;Bilbao Bus;97816;97816
Santander Bus;Burgos Tren;180144;180144
Santander Bus;Burgos Bus;218114;218114
Santander Bus;Caceres Tren;573344;573344
Santander Bus;Caceres Bus;574239;574239
Santander Bus;Cadiz Tren;945291;945291
Santander Bus;Cadiz Bus;945237;945237
Santander Bus;Castellon Tren;717055;717055
Santander Bus;Castellon Bus;716916;716916
Santander Bus;Ciudad Real Tren;640096;640096
Santander Bus;Ciudad Real Bus;657702;657702
Santander Bus;Cordoba Tren;848552;848552
Santander Bus;Cordoba Bus;848271;848271
Santander Bus;Cuenca Tren;609595;609595
Santander Bus;Cuenca Bus;609599;609599
Santander Bus;Girona Tren;784548;784548
Santander Bus;Girona Bus;786593;786593
Santander Bus;Granada Tren;870759;870759
Santander Bus;Granada Bus;867860;867.86
Santander Bus;Guadalajara Tren;475531;475531
Santander Bus;Guadalajara Bus;475469;475469
Santander Bus;Huelva Tren;914203;914203
Santander Bus;Huelva Bus;912570;912.57
Santander Bus;Huesca Tren;467828;467828
Santander Bus;Huesca Bus;467708;467708
Santander Bus;Jaen Tren;785871;785871
Santander Bus;Jaen Bus;788106;788106
Santander Bus;Leon Tren;264987;264987
Santander Bus;Leon Bus;264600;264.6
Santander Bus;Lerida Tren;547603;547603
Santander Bus;Lerida Bus;546034;546034
Santander Bus;Logrono Tren;233945;233945
Santander Bus;Logrono Bus;233216;233216
Santander Bus;Lugo Tren;412407;412407
Santander Bus;Lugo Bus;416616;416616
Santander Bus;Madrid Tren;454926;454926
Santander Bus;Madrid Bus;453183;453183
Santander Bus;Malaga Tren;990794;990794
Santander Bus;Malaga Bus;990219;990219
Santander Bus;Murcia Tren;840983;840983
Santander Bus;Murcia Bus;841110;841.11
Santander Bus;Ourense Tren;543083;543083
Santander Bus;Ourense Bus;543462;543462
Santander Bus;Oviedo Tren;192435;192435
Santander Bus;Oviedo Bus;192381;192381
Santander Bus;Palencia Tren;199534;199534
Santander Bus;Palencia Bus;199591;199591
Santander Bus;Pamplona Tren;251216;251216
Santander Bus;Pamplona Bus;252795;252795
Santander Bus;Pontevedra Tren;554471;554471
Santander Bus;Pontevedra Bus;554084;554084
Santander Bus;Salamanca Tren;360941;360941
Santander Bus;Salamanca Bus;363624;363624
Santander Bus;San Sebastian Tren;196593;196593
Santander Bus;Santander Tren;466;466
Santander Bus;Santander Bus;0;0.0
Santander Bus;Segovia Tren;359954;359954
Santander Bus;Segovia Bus;358498;358498
Santander Bus;Sevilla Tren;828913;828913
Santander Bus;Sevilla Bus;825948;825948
Santander Bus;Soria Tren;328770;328.77
Santander Bus;Soria Bus;327034;327034
Santander Bus;Tarragona Tren;631665;631665
Santander Bus;Tarragona Bus;630408;630408
Santander Bus;Teruel Tren;570604;570604
Santander Bus;Teruel Bus;570604;570604
Santander Bus;Toledo Tren;524253;524253
Santander Bus;Toledo Bus;521247;521247
Santander Bus;Valencia Tren;710121;710121
Santander Bus;Valencia Bus;713358;713358
Santander Bus;Valladolid Tren;247379;247379
Santander Bus;Valladolid Bus;246899;246899
Santander Bus;Vitoria Tren;162252;162252
Santander Bus;Vitoria Bus;159435;159435
Santander Bus;Zamora Tren;343836;343836
Santander Bus;Zamora Bus;342245;342245
Santander Bus;Zaragoza Tren;397608;397608
Segovia Tren;A Corunia Tren;524670;524.67
Segovia Tren;A Corunia Bus;525331;525331
Segovia Tren;Albacete Tren;351530;351.53
Segovia Tren;Albacete Bus;351373;351373
Segovia Tren;Alicante Tren;515672;515672
Segovia Tren;Alicante Bus;514691;514691
Segovia Tren;Almeria Tren;632930;632.93
Segovia Tren;Avila Tren;64102;64102
Segovia Tren;Avila Bus;63604;63604
Segovia Tren;Badajoz Tren;387460;387.46
Segovia Tren;Badajoz Bus;390163;390163
Segovia Tren;Barcelona Tren;706596;706596
Segovia Tren;Barcelona Bus;716514;716514
Segovia Tren;Bilbao Tren;356161;356161
Segovia Tren;Bilbao Bus;358434;358434
Segovia Tren;Burgos Tren;207308;207308
Segovia Tren;Burgos Bus;201351;201351
Segovia Tren;Caceres Tren;303975;303975
Segovia Tren;Caceres Bus;304871;304871
Segovia Tren;Cadiz Tren;720331;720331
Segovia Tren;Cadiz Bus;720278;720278
Segovia Tren;Castellon Tren;513142;513142
Segovia Tren;Castellon Bus;513003;513003
Segovia Tren;Ciudad Real Tren;275400;275.4
Segovia Tren;Ciudad Real Bus;293006;293006
Segovia Tren;Cordoba Tren;483856;483856
Segovia Tren;Cordoba Bus;483575;483575
Segovia Tren;Cuenca Tren;259133;259133
Segovia Tren;Cuenca Bus;259137;259137
Segovia Tren;Girona Tren;791148;791148
Segovia Tren;Girona Bus;793193;793193
Segovia Tren;Granada Tren;506063;506063
Segovia Tren;Granada Bus;503164;503164
Segovia Tren;Guadalajara Tren;148064;148064
Segovia Tren;Guadalajara Bus;150059;150059
Segovia Tren;Huelva Tren;689244;689244
Segovia Tren;Huelva Bus;687611;687611
Segovia Tren;Huesca Tren;474429;474429
Segovia Tren;Huesca Bus;474309;474309
Segovia Tren;Jaen Tren;421175;421175
Segovia Tren;Jaen Bus;423409;423409
Segovia Tren;Leon Tren;271274;271274
Segovia Tren;Leon Bus;270887;270887
Segovia Tren;Lerida Tren;554203;554203
Segovia Tren;Lerida Bus;552634;552634
Segovia Tren;Logrono Tren;331820;331.82
Segovia Tren;Logrono Bus;331091;331091
Segovia Tren;Lugo Tren;434958;434958
Segovia Tren;Lugo Bus;433662;433662
Segovia Tren;Madrid Tren;94777;94777
Segovia Tren;Madrid Bus;96458;96458
Segovia Tren;Malaga Tren;626098;626098
Segovia Tren;Malaga Bus;625523;625523
Segovia Tren;Murcia Tren;494408;494408
Segovia Tren;Murcia Bus;494536;494536
Segovia Tren;Ourense Tren;436635;436635
Segovia Tren;Ourense Bus;437014;437014
Segovia Tren;Oviedo Tren;384898;384898
Segovia Tren;Oviedo Bus;382166;382166
Segovia Tren;Palencia Tren;171204;171204
Segovia Tren;Palencia Bus;173253;173253
Segovia Tren;Pamplona Tren;406830;406.83
Segovia Tren;Pamplona Bus;408409;408409
Segovia Tren;Pontevedra Tren;547320;547.32
Segovia Tren;Pontevedra Bus;546933;546933
Segovia Tren;Salamanca Tren;168729;168729
Segovia Tren;Salamanca Bus;170093;170093
Segovia Tren;San Sebastian Tren;412001;412001
Segovia Tren;Santander Tren;366309;366309
Segovia Tren;Santander Bus;366007;366007
Segovia Tren;Segovia Tren;0;0.0
Segovia Tren;Segovia Bus;2155;2155
Segovia Tren;Sevilla Tren;603954;603954
Segovia Tren;Sevilla Bus;600989;600989
Segovia Tren;Soria Tren;194342;194342
Segovia Tren;Soria Bus;194129;194129
Segovia Tren;Tarragona Tren;638265;638265
Segovia Tren;Tarragona Bus;637008;637008
Segovia Tren;Teruel Tren;395113;395113
Segovia Tren;Teruel Bus;395113;395113
Segovia Tren;Toledo Tren;159557;159557
Segovia Tren;Toledo Bus;156551;156551
Segovia Tren;Valencia Tren;447746;447746
Segovia Tren;Valencia Bus;447813;447813
Segovia Tren;Valladolid Tren;120656;120656
Segovia Tren;Valladolid Bus;120462;120462
Segovia Tren;Vitoria Tren;311836;311836
Segovia Tren;Vitoria Bus;315404;315404
Segovia Tren;Zamora Tren;188871;188871
Segovia Tren;Zamora Bus;187280;187.28
Segovia Tren;Zaragoza Tren;403791;403791
Segovia Bus;A Corunia Tren;523219;523219
Segovia Bus;A Corunia Bus;523880;523.88
Segovia Bus;Albacete Tren;352754;352754
Segovia Bus;Albacete Bus;352597;352597
Segovia Bus;Alicante Tren;516896;516896
Segovia Bus;Alicante Bus;515916;515916
Segovia Bus;Almeria Tren;634155;634155
Segovia Bus;Avila Tren;63446;63446
Segovia Bus;Avila Bus;62949;62949
Segovia Bus;Badajoz Tren;386805;386805
Segovia Bus;Badajoz Bus;389508;389508
Segovia Bus;Barcelona Tren;707820;707.82
Segovia Bus;Barcelona Bus;717738;717738
Segovia Bus;Bilbao Tren;357386;357386
Segovia Bus;Bilbao Bus;359659;359659
Segovia Bus;Burgos Tren;208533;208533
Segovia Bus;Burgos Bus;202576;202576
Segovia Bus;Caceres Tren;303320;303.32
Segovia Bus;Caceres Bus;304215;304215
Segovia Bus;Cadiz Tren;721556;721556
Segovia Bus;Cadiz Bus;721502;721502
Segovia Bus;Castellon Tren;514367;514367
Segovia Bus;Castellon Bus;514228;514228
Segovia Bus;Ciudad Real Tren;276625;276625
Segovia Bus;Ciudad Real Bus;294231;294231
Segovia Bus;Cordoba Tren;485081;485081
Segovia Bus;Cordoba Bus;484800;484.8
Segovia Bus;Cuenca Tren;260358;260358
Segovia Bus;Cuenca Bus;260361;260361
Segovia Bus;Girona Tren;792373;792373
Segovia Bus;Girona Bus;794418;794418
Segovia Bus;Granada Tren;507287;507287
Segovia Bus;Granada Bus;504388;504388
Segovia Bus;Guadalajara Tren;149288;149288
Segovia Bus;Guadalajara Bus;151283;151283
Segovia Bus;Huelva Tren;690469;690469
Segovia Bus;Huelva Bus;688835;688835
Segovia Bus;Huesca Tren;475653;475653
Segovia Bus;Huesca Bus;475534;475534
Segovia Bus;Jaen Tren;422400;422.4
Segovia Bus;Jaen Bus;424634;424634
Segovia Bus;Leon Tren;269823;269823
Segovia Bus;Leon Bus;269436;269436
Segovia Bus;Lerida Tren;555428;555428
Segovia Bus;Lerida Bus;553859;553859
Segovia Bus;Logrono Tren;333045;333045
Segovia Bus;Logrono Bus;332316;332316
Segovia Bus;Lugo Tren;433506;433506
Segovia Bus;Lugo Bus;432211;432211
Segovia Bus;Madrid Tren;96001;96001
Segovia Bus;Madrid Bus;97683;97683
Segovia Bus;Malaga Tren;627322;627322
Segovia Bus;Malaga Bus;626747;626747
Segovia Bus;Murcia Tren;495633;495633
Segovia Bus;Murcia Bus;495760;495.76
Segovia Bus;Ourense Tren;435183;435183
Segovia Bus;Ourense Bus;435562;435562
Segovia Bus;Oviedo Tren;383446;383446
Segovia Bus;Oviedo Bus;380715;380715
Segovia Bus;Palencia Tren;164402;164402
Segovia Bus;Palencia Bus;166451;166451
Segovia Bus;Pamplona Tren;408055;408055
Segovia Bus;Pamplona Bus;409634;409634
Segovia Bus;Pontevedra Tren;545868;545868
Segovia Bus;Pontevedra Bus;545481;545481
Segovia Bus;Salamanca Tren;151127;151127
Segovia Bus;Salamanca Bus;152491;152491
Segovia Bus;San Sebastian Tren;413226;413226
Segovia Bus;Santander Tren;359507;359507
Segovia Bus;Santander Bus;359205;359205
Segovia Bus;Segovia Tren;1456;1456
Segovia Bus;Segovia Bus;0;0.0
Segovia Bus;Sevilla Tren;605178;605178
Segovia Bus;Sevilla Bus;602213;602213
Segovia Bus;Soria Tren;195567;195567
Segovia Bus;Soria Bus;195353;195353
Segovia Bus;Tarragona Tren;639490;639.49
Segovia Bus;Tarragona Bus;638233;638233
Segovia Bus;Teruel Tren;396338;396338
Segovia Bus;Teruel Bus;396338;396338
Segovia Bus;Toledo Tren;160782;160782
Segovia Bus;Toledo Bus;157776;157776
Segovia Bus;Valencia Tren;448971;448971
Segovia Bus;Valencia Bus;449038;449038
Segovia Bus;Valladolid Tren;113855;113855
Segovia Bus;Valladolid Bus;113660;113.66
Segovia Bus;Vitoria Tren;313061;313061
Segovia Bus;Vitoria Bus;316628;316628
Segovia Bus;Zamora Tren;187419;187419
Segovia Bus;Zamora Bus;185829;185829
Segovia Bus;Zaragoza Tren;405015;405015
Sevilla Tren;A Corunia Tren;921480;921.48
Sevilla Tren;A Corunia Bus;922141;922141
Sevilla Tren;Albacete Tren;520049;520049
Sevilla Tren;Albacete Bus;519893;519893
Sevilla Tren;Alicante Tren;595825;595825
Sevilla Tren;Alicante Bus;594844;594844
Sevilla Tren;Almeria Tren;405852;405852
Sevilla Tren;Avila Tren;498798;498798
Sevilla Tren;Avila Bus;498301;498301
Sevilla Tren;Badajoz Tren;212254;212254
Sevilla Tren;Badajoz Bus;210176;210176
Sevilla Tren;Barcelona Tren;992068;992068
Sevilla Tren;Barcelona Bus;997077;997077
Sevilla Tren;Bilbao Tren;861591;861591
Sevilla Tren;Bilbao Bus;863864;863864
Sevilla Tren;Burgos Tren;720440;720.44
Sevilla Tren;Burgos Bus;706986;706986
Sevilla Tren;Caceres Tren;257999;257999
Sevilla Tren;Caceres Bus;257649;257649
Sevilla Tren;Cadiz Tren;127796;127796
Sevilla Tren;Cadiz Bus;127742;127742
Sevilla Tren;Castellon Tren;718368;718368
Sevilla Tren;Castellon Bus;718229;718229
Sevilla Tren;Ciudad Real Tren;325555;325555
Sevilla Tren;Ciudad Real Bus;322651;322651
Sevilla Tren;Cordoba Tren;139650;139.65
Sevilla Tren;Cordoba Bus;139369;139369
Sevilla Tren;Cuenca Tren;563150;563.15
Sevilla Tren;Cuenca Bus;589592;589592
Sevilla Tren;Girona Tren;1086642;1086642
Sevilla Tren;Girona Bus;1088688;1088688
Sevilla Tren;Granada Tren;247264;247264
Sevilla Tren;Granada Bus;247682;247682
Sevilla Tren;Guadalajara Tren;576079;576079
Sevilla Tren;Guadalajara Bus;575768;575768
Sevilla Tren;Huelva Tren;98888;98888
Sevilla Tren;Huelva Bus;97255;97255
Sevilla Tren;Huesca Tren;900373;900373
Sevilla Tren;Huesca Bus;900254;900254
Sevilla Tren;Jaen Tren;240277;240277
Sevilla Tren;Jaen Bus;240619;240619
Sevilla Tren;Leon Tren;668084;668084
Sevilla Tren;Leon Bus;667696;667696
Sevilla Tren;Lerida Tren;980148;980148
Sevilla Tren;Lerida Bus;978579;978579
Sevilla Tren;Logrono Tren;837250;837.25
Sevilla Tren;Logrono Bus;836521;836521
Sevilla Tren;Lugo Tren;831767;831767
Sevilla Tren;Lugo Bus;830471;830471
Sevilla Tren;Madrid Tren;534178;534178
Sevilla Tren;Madrid Bus;535719;535719
Sevilla Tren;Malaga Tren;213322;213322
Sevilla Tren;Malaga Bus;212747;212747
Sevilla Tren;Murcia Tren;523867;523867
Sevilla Tren;Murcia Bus;523994;523994
Sevilla Tren;Ourense Tren;789229;789229
Sevilla Tren;Ourense Bus;789608;789608
Sevilla Tren;Oviedo Tren;781707;781707
Sevilla Tren;Oviedo Bus;778976;778976
Sevilla Tren;Palencia Tren;633897;633897
Sevilla Tren;Palencia Bus;635946;635946
Sevilla Tren;Pamplona Tren;912260;912.26
Sevilla Tren;Pamplona Bus;913839;913839
Sevilla Tren;Pontevedra Tren;750663;750663
Sevilla Tren;Pontevedra Bus;750275;750275
Sevilla Tren;Salamanca Tren;463012;463012
Sevilla Tren;Salamanca Bus;462671;462671
Sevilla Tren;San Sebastian Tren;917431;917431
Sevilla Tren;Santander Tren;829002;829002
Sevilla Tren;Santander Bus;828700;828.7
Sevilla Tren;Segovia Tren;604323;604323
Sevilla Tren;Segovia Bus;605656;605656
Sevilla Tren;Sevilla Tren;0;0.0
Sevilla Tren;Sevilla Bus;5538;5538
Sevilla Tren;Soria Tren;743900;743.9
Sevilla Tren;Soria Bus;746168;746168
Sevilla Tren;Tarragona Tren;902889;902889
Sevilla Tren;Tarragona Bus;901195;901195
Sevilla Tren;Teruel Tren;662751;662751
Sevilla Tren;Teruel Bus;662751;662751
Sevilla Tren;Toledo Tren;473157;473157
Sevilla Tren;Toledo Bus;475085;475085
Sevilla Tren;Valencia Tren;652972;652972
Sevilla Tren;Valencia Bus;653039;653039
Sevilla Tren;Valladolid Tren;584935;584935
Sevilla Tren;Valladolid Bus;583068;583068
Sevilla Tren;Vitoria Tren;817266;817266
Sevilla Tren;Vitoria Bus;820833;820833
Sevilla Tren;Zamora Tren;530095;530095
Sevilla Tren;Zamora Bus;529039;529039
Sevilla Tren;Zaragoza Tren;829735;829735
Sevilla Bus;A Corunia Tren;917348;917348
Sevilla Bus;A Corunia Bus;918009;918009
Sevilla Bus;Albacete Tren;526515;526515
Sevilla Bus;Albacete Bus;526358;526358
Sevilla Bus;Alicante Tren;606129;606129
Sevilla Bus;Alicante Bus;605149;605149
Sevilla Bus;Almeria Tren;416156;416156
Sevilla Bus;Avila Tren;494666;494666
Sevilla Bus;Avila Bus;494169;494169
Sevilla Bus;Badajoz Tren;208122;208122
Sevilla Bus;Badajoz Bus;206044;206044
Sevilla Bus;Barcelona Tren;998534;998534
Sevilla Bus;Barcelona Bus;1003542;1003542
Sevilla Bus;Bilbao Tren;857459;857459
Sevilla Bus;Bilbao Bus;859732;859732
Sevilla Bus;Burgos Tren;716308;716308
Sevilla Bus;Burgos Bus;702854;702854
Sevilla Bus;Caceres Tren;253867;253867
Sevilla Bus;Caceres Bus;253517;253517
Sevilla Bus;Cadiz Tren;122596;122596
Sevilla Bus;Cadiz Bus;122542;122542
Sevilla Bus;Castellon Tren;724834;724834
Sevilla Bus;Castellon Bus;724695;724695
Sevilla Bus;Ciudad Real Tren;332021;332021
Sevilla Bus;Ciudad Real Bus;329117;329117
Sevilla Bus;Cordoba Tren;146116;146116
Sevilla Bus;Cordoba Bus;145835;145835
Sevilla Bus;Cuenca Tren;569615;569615
Sevilla Bus;Cuenca Bus;596058;596058
Sevilla Bus;Girona Tren;1093108;1093108
Sevilla Bus;Girona Bus;1095153;1095153
Sevilla Bus;Granada Tren;257568;257568
Sevilla Bus;Granada Bus;257986;257986
Sevilla Bus;Guadalajara Tren;585467;585467
Sevilla Bus;Guadalajara Bus;585155;585155
Sevilla Bus;Huelva Tren;93878;93878
Sevilla Bus;Huelva Bus;92245;92245
Sevilla Bus;Huesca Tren;909761;909761
Sevilla Bus;Huesca Bus;909641;909641
Sevilla Bus;Jaen Tren;246742;246742
Sevilla Bus;Jaen Bus;247084;247084
Sevilla Bus;Leon Tren;663952;663952
Sevilla Bus;Leon Bus;663564;663564
Sevilla Bus;Lerida Tren;989536;989536
Sevilla Bus;Lerida Bus;987967;987967
